"ModernName","Year","arrival","ob","julian"
"Northern Waterthrush",1901,1901-04-17,"Walter",107
"Northern Waterthrush",1902,1902-04-21,"Walter",111
"Northern Waterthrush",1903,1903-04-29,"Walter",119
"Great Crested Flycatcher",1899,1899-04-30,"Walter",120
"Great Crested Flycatcher",1901,1901-05-11,"Walter",131
"Great Crested Flycatcher",1902,1902-04-21,"Walter",111
"Great Crested Flycatcher",1903,1903-04-29,"Walter",119
"Gray-cheeked Thrush",1903,1903-05-11,"Walter",131
"Golden-crowned Kinglet",1898,1898-03-14,"Walter",73
"Golden-crowned Kinglet",1899,1899-04-11,"Walter",101
"Golden-crowned Kinglet",1900,1900-04-06,"Walter",96
"Golden-crowned Kinglet",1901,1901-04-05,"Walter",95
"Golden-crowned Kinglet",1902,1902-03-28,"Walter",87
"Golden-crowned Kinglet",1903,1903-03-19,"Walter",78
"Fox Sparrow",1898,1898-03-30,"Walter",89
"Fox Sparrow",1899,1899-03-14,"Walter",73
"Fox Sparrow",1900,1900-04-05,"Walter",95
"Fox Sparrow",1901,1901-03-18,"Walter",77
"Fox Sparrow",1902,1902-03-10,"Walter",69
"Fox Sparrow",1903,1903-03-17,"Walter",76
"Northern Flicker",1898,1898-03-25,"Walter",84
"Northern Flicker",1899,1899-04-11,"Walter",101
"Northern Flicker",1900,1900-04-07,"Walter",97
"Northern Flicker",1901,1901-03-23,"Walter",82
"Northern Flicker",1902,1902-03-24,"Walter",83
"Northern Flicker",1903,1903-03-18,"Walter",77
"Field Sparrow",1900,1900-04-17,"Walter",107
"Field Sparrow",1901,1901-04-05,"Walter",95
"Field Sparrow",1902,1902-03-11,"Walter",70
"Field Sparrow",1903,1903-03-19,"Walter",78
"Downy Woodpecker",1898,1898-04-08,"Walter",98
"Downy Woodpecker",1899,1899-03-27,"Walter",86
"Downy Woodpecker",1900,1900-04-25,"Walter",115
"Downy Woodpecker",1901,1901-04-05,"Walter",95
"Downy Woodpecker",1902,1902-03-10,"Walter",69
"Downy Woodpecker",1903,1903-03-06,"Walter",65
"Dickcissel",1902,1902-05-18,"Walter",138
"American Crow",1899,1899-03-26,"Walter",85
"American Crow",1900,1900-03-12,"Walter",71
"American Crow",1901,1901-03-03,"Walter",62
"American Crow",1902,1902-03-06,"Walter",65
"American Crow",1903,1903-03-08,"Walter",67
"Brown-headed Cowbird",1898,1898-03-16,"Walter",75
"Brown-headed Cowbird",1899,1899-04-10,"Walter",100
"Brown-headed Cowbird",1900,1900-04-01,"Walter",91
"Brown-headed Cowbird",1901,1901-03-19,"Walter",78
"Brown-headed Cowbird",1902,1902-03-01,"Walter",60
"Brown-headed Cowbird",1903,1903-03-14,"Walter",73
"Chipping Sparrow",1898,1898-04-13,"Walter",103
"Chipping Sparrow",1899,1899-04-18,"Walter",108
"Chipping Sparrow",1900,1900-04-08,"Walter",98
"Chipping Sparrow",1901,1901-04-08,"Walter",98
"Chipping Sparrow",1902,1902-04-13,"Walter",103
"Chipping Sparrow",1903,1903-04-12,"Walter",102
"Chimney Swift",1898,1898-04-30,"Walter",120
"Chimney Swift",1899,1899-05-11,"Walter",131
"Chimney Swift",1900,1900-04-30,"Walter",120
"Chimney Swift",1901,1901-04-17,"Walter",107
"Chimney Swift",1902,1902-04-22,"Walter",112
"Chimney Swift",1903,1903-05-05,"Walter",125
"Black-capped Chickadee",1900,1900-03-19,"Walter",78
"Black-capped Chickadee",1901,1901-04-13,"Walter",103
"Chestnut-sided Warbler",1898,1898-05-10,"Walter",130
"Chestnut-sided Warbler",1899,1899-05-30,"Walter",150
"Chestnut-sided Warbler",1900,1900-05-03,"Walter",123
"Chestnut-sided Warbler",1901,1901-05-07,"Walter",127
"Chestnut-sided Warbler",1902,1902-05-02,"Walter",122
"Chestnut-sided Warbler",1903,1903-05-09,"Walter",129
"Cedar Waxwing",1899,1899-03-27,"Walter",86
"Cedar Waxwing",1901,1901-05-16,"Walter",136
"Cedar Waxwing",1902,1902-04-24,"Walter",114
"Cedar Waxwing",1903,1903-04-05,"Walter",95
"Gray Catbird",1898,1898-05-01,"Walter",121
"Gray Catbird",1899,1899-04-28,"Walter",118
"Gray Catbird",1900,1900-04-30,"Walter",120
"Gray Catbird",1901,1901-04-28,"Walter",118
"Gray Catbird",1902,1902-03-26,"Walter",85
"Gray Catbird",1903,1903-05-05,"Walter",125
"Northern Cardinal",1900,1900-04-25,"Walter",115
"Cape May Warbler",1899,1899-05-01,"Walter",121
"Cape May Warbler",1900,1900-05-02,"Walter",122
"Cape May Warbler",1901,1901-05-05,"Walter",125
"Cape May Warbler",1902,1902-05-02,"Walter",122
"Cape May Warbler",1903,1903-05-09,"Walter",129
"Canada Warbler",1899,1899-05-16,"Walter",136
"Canada Warbler",1900,1900-05-12,"Walter",132
"Canada Warbler",1901,1901-05-16,"Walter",136
"Canada Warbler",1902,1902-05-06,"Walter",126
"Canada Warbler",1903,1903-05-12,"Walter",132
"Brown Thrasher",1898,1898-04-24,"Walter",114
"Brown Thrasher",1899,1899-04-27,"Walter",117
"Brown Thrasher",1900,1900-04-16,"Walter",106
"Brown Thrasher",1901,1901-04-24,"Walter",114
"Brown Thrasher",1902,1902-04-22,"Walter",112
"Brown Thrasher",1903,1903-04-12,"Walter",102
"Brown Creeper",1898,1898-04-07,"Walter",97
"Brown Creeper",1899,1899-04-06,"Walter",96
"Brown Creeper",1900,1900-04-02,"Walter",92
"Brown Creeper",1901,1901-04-04,"Walter",94
"Brown Creeper",1902,1902-03-21,"Walter",80
"Brown Creeper",1903,1903-03-18,"Walter",77
"Common Grackle",1898,1898-03-14,"Walter",73
"Common Grackle",1899,1899-03-20,"Walter",79
"Common Grackle",1900,1900-03-24,"Walter",83
"Common Grackle",1901,1901-03-23,"Walter",82
"Common Grackle",1902,1902-03-10,"Walter",69
"Common Grackle",1903,1903-03-14,"Walter",73
"Bobolink",1900,1900-05-08,"Walter",128
"Bobolink",1901,1901-05-04,"Walter",124
"Bobolink",1902,1902-05-12,"Walter",132
"Bobolink",1903,1903-05-08,"Walter",128
"Blue-headed Vireo",1901,1901-05-05,"Walter",125
"Blue-headed Vireo",1902,1902-05-02,"Walter",122
"Blue-headed Vireo",1903,1903-05-08,"Walter",128
"Blue-gray Gnatcatcher",1899,1899-04-22,"Walter",112
"Blue-gray Gnatcatcher",1900,1900-04-18,"Walter",108
"Blue-gray Gnatcatcher",1901,1901-04-28,"Walter",118
"Blue-gray Gnatcatcher",1902,1902-04-22,"Walter",112
"Blue-gray Gnatcatcher",1903,1903-04-25,"Walter",115
"Eastern Bluebird",1898,1898-03-08,"Walter",67
"Eastern Bluebird",1899,1899-04-04,"Walter",94
"Eastern Bluebird",1900,1900-03-31,"Walter",90
"Eastern Bluebird",1901,1901-03-17,"Walter",76
"Eastern Bluebird",1902,1902-03-07,"Walter",66
"Eastern Bluebird",1903,1903-03-07,"Walter",66
"Golden-winged Warbler",1902,1902-05-02,"Walter",122
"Golden-winged Warbler",1900,1900-05-12,"Walter",132
"Golden-winged Warbler",1901,1901-05-12,"Walter",132
"Black-throated Green Warbler",1898,1898-05-17,"Walter",137
"Black-throated Green Warbler",1899,1899-04-23,"Walter",113
"Black-throated Green Warbler",1900,1900-04-27,"Walter",117
"Black-throated Green Warbler",1901,1901-04-26,"Walter",116
"Black-throated Green Warbler",1902,1902-04-28,"Walter",118
"Black-throated Green Warbler",1903,1903-05-02,"Walter",122
"Black-throated Blue Warbler",1898,1898-05-11,"Walter",131
"Black-throated Blue Warbler",1899,1899-05-04,"Walter",124
"Black-throated Blue Warbler",1900,1900-05-08,"Walter",128
"Black-throated Blue Warbler",1901,1901-05-05,"Walter",125
"Black-throated Blue Warbler",1902,1902-05-02,"Walter",122
"Black-throated Blue Warbler",1903,1903-05-05,"Walter",125
"Blackpoll Warbler",1899,1899-05-10,"Walter",130
"Blackpoll Warbler",1900,1900-05-13,"Walter",133
"Blackpoll Warbler",1901,1901-05-16,"Walter",136
"Blackpoll Warbler",1902,1902-05-12,"Walter",132
"Blackpoll Warbler",1903,1903-05-06,"Walter",126
"Blackburnian Warbler",1898,1898-05-10,"Walter",130
"Blackburnian Warbler",1899,1899-05-03,"Walter",123
"Blackburnian Warbler",1900,1900-04-28,"Walter",118
"Blackburnian Warbler",1901,1901-05-10,"Walter",130
"Blackburnian Warbler",1902,1902-04-28,"Walter",118
"Blackburnian Warbler",1903,1903-04-30,"Walter",120
"Black-billed Cuckoo",1900,1900-05-12,"Walter",132
"Black-billed Cuckoo",1901,1901-05-15,"Walter",135
"Black-billed Cuckoo",1902,1902-05-16,"Walter",136
"Black-billed Cuckoo",1903,1903-05-12,"Walter",132
"Black-and-white Warbler",1898,1898-04-30,"Walter",120
"Black-and-white Warbler",1899,1899-04-21,"Walter",111
"Black-and-white Warbler",1900,1900-04-26,"Walter",116
"Black-and-white Warbler",1901,1901-05-04,"Walter",124
"Black-and-white Warbler",1902,1902-04-28,"Walter",118
"Black-and-white Warbler",1903,1903-04-27,"Walter",117
"Belted Kingfisher",1898,1898-03-25,"Walter",84
"Belted Kingfisher",1899,1899-03-22,"Walter",81
"Belted Kingfisher",1900,1900-04-10,"Walter",100
"Belted Kingfisher",1901,1901-03-26,"Walter",85
"Belted Kingfisher",1902,1902-04-11,"Walter",101
"Belted Kingfisher",1903,1903-04-10,"Walter",100
"Bay-breasted Warbler",1899,1899-05-04,"Walter",124
"Bay-breasted Warbler",1900,1900-05-11,"Walter",131
"Bay-breasted Warbler",1901,1901-05-15,"Walter",135
"Bay-breasted Warbler",1902,1902-04-22,"Walter",112
"Bay-breasted Warbler",1903,1903-05-09,"Walter",129
"Barn Swallow",1898,1898-05-01,"Walter",121
"Barn Swallow",1899,1899-04-23,"Walter",113
"Barn Swallow",1900,1900-04-26,"Walter",116
"Barn Swallow",1901,1901-04-10,"Walter",100
"Barn Swallow",1902,1902-04-18,"Walter",108
"Barn Swallow",1903,1903-04-24,"Walter",114
"Baltimore Oriole",1899,1899-05-02,"Walter",122
"Baltimore Oriole",1900,1900-05-06,"Walter",126
"Baltimore Oriole",1901,1901-05-04,"Walter",124
"Baltimore Oriole",1902,1902-05-02,"Walter",122
"Baltimore Oriole",1903,1903-05-05,"Walter",125
"American Redstart",1898,1898-05-01,"Walter",121
"American Redstart",1899,1899-04-28,"Walter",118
"American Redstart",1900,1900-05-11,"Walter",131
"American Redstart",1901,1901-05-06,"Walter",126
"American Redstart",1902,1902-05-02,"Walter",122
"American Redstart",1903,1903-05-05,"Walter",125
"American Goldfinch",1898,1898-05-06,"Walter",126
"American Goldfinch",1899,1899-04-28,"Walter",118
"American Goldfinch",1900,1900-05-07,"Walter",127
"American Goldfinch",1901,1901-04-30,"Walter",120
"American Goldfinch",1902,1902-05-02,"Walter",122
"American Goldfinch",1903,1903-05-07,"Walter",127
"American Bittern",1928,1928-05-18,"Dreuth",139
"American Bittern",1930,1930-04-12,"Dreuth",102
"American Bittern",1931,1931-05-02,"Dreuth",122
"American Bittern",1932,1932-05-03,"Dreuth",124
"American Coot",1928,1928-04-01,"Dreuth",92
"American Coot",1929,1929-03-12,"Dreuth",71
"American Coot",1930,1930-04-11,"Dreuth",101
"American Coot",1931,1931-04-20,"Dreuth",110
"American Coot",1932,1932-04-07,"Dreuth",98
"American Crow",1927,1927-03-13,"Dreuth",72
"American Crow",1928,1928-03-11,"Dreuth",71
"American Crow",1930,1930-03-10,"Dreuth",69
"American Crow",1931,1931-03-22,"Dreuth",81
"American Crow",1932,1932-03-18,"Dreuth",78
"American Goldfinch",1927,1927-05-15,"Dreuth",135
"American Goldfinch",1928,1928-05-12,"Dreuth",133
"American Goldfinch",1929,1929-04-29,"Dreuth",119
"American Goldfinch",1930,1930-04-30,"Dreuth",120
"American Goldfinch",1931,1931-05-13,"Dreuth",133
"American Goldfinch",1932,1932-05-06,"Dreuth",127
"American Kestrel",1932,1932-03-31,"Dreuth",91
"American Redstart",1927,1927-05-21,"Dreuth",141
"American Redstart",1928,1928-05-01,"Dreuth",122
"American Redstart",1929,1929-05-10,"Dreuth",130
"American Redstart",1930,1930-05-02,"Dreuth",122
"American Redstart",1931,1931-05-10,"Dreuth",130
"American Redstart",1932,1932-05-04,"Dreuth",125
"American Robin",1927,1927-03-13,"Dreuth",72
"American Robin",1928,1928-03-21,"Dreuth",81
"American Robin",1929,1929-03-02,"Dreuth",61
"American Robin",1930,1930-03-01,"Dreuth",60
"American Robin",1931,1931-03-03,"Dreuth",62
"American Robin",1932,1932-03-11,"Dreuth",71
"American Tree Sparrow",1927,1927-03-13,"Dreuth",72
"American Tree Sparrow",1928,1928-03-25,"Dreuth",85
"American Tree Sparrow",1929,1929-03-06,"Dreuth",65
"American Tree Sparrow",1930,1930-03-16,"Dreuth",75
"American Tree Sparrow",1931,1931-03-21,"Dreuth",80
"American Tree Sparrow",1932,1932-03-30,"Dreuth",90
"American Wigeon",1931,1931-03-23,"Dreuth",82
"American Wigeon",1932,1932-03-29,"Dreuth",89
"American Woodcock",1932,1932-03-30,"Dreuth",90
"Bachman's Sparrow",1932,1932-04-07,"Dreuth",98
"Baltimore Oriole",1928,1928-05-03,"Dreuth",124
"Baltimore Oriole",1929,1929-04-25,"Dreuth",115
"Baltimore Oriole",1930,1930-05-02,"Dreuth",122
"Baltimore Oriole",1931,1931-05-10,"Dreuth",130
"Baltimore Oriole",1932,1932-05-03,"Dreuth",124
"Bank Swallow",1931,1931-05-07,"Dreuth",127
"Bank Swallow",1932,1932-05-06,"Dreuth",127
"Barn Swallow",1927,1927-05-15,"Dreuth",135
"Barn Swallow",1928,1928-04-29,"Dreuth",120
"Barn Swallow",1929,1929-04-24,"Dreuth",114
"Barn Swallow",1931,1931-05-07,"Dreuth",127
"Barn Swallow",1932,1932-04-28,"Dreuth",119
"Bay-breasted Warbler",1927,1927-05-22,"Dreuth",142
"Bay-breasted Warbler",1928,1928-05-16,"Dreuth",137
"Bay-breasted Warbler",1929,1929-05-15,"Dreuth",135
"Bay-breasted Warbler",1930,1930-05-07,"Dreuth",127
"Bay-breasted Warbler",1932,1932-05-14,"Dreuth",135
"Belted Kingfisher",1928,1928-04-01,"Dreuth",92
"Belted Kingfisher",1929,1929-03-26,"Dreuth",85
"Belted Kingfisher",1930,1930-04-06,"Dreuth",96
"Belted Kingfisher",1931,1931-04-05,"Dreuth",95
"Belted Kingfisher",1932,1932-04-02,"Dreuth",93
"Bewick's Wren",1929,1929-04-05,"Dreuth",95
"Bewick's Wren",1932,1932-04-13,"Dreuth",104
"Black-and-white Warbler",1927,1927-05-07,"Dreuth",127
"Black-and-white Warbler",1928,1928-05-03,"Dreuth",124
"Black-and-white Warbler",1929,1929-04-24,"Dreuth",114
"Black-and-white Warbler",1930,1930-05-01,"Dreuth",121
"Black-and-white Warbler",1931,1931-05-04,"Dreuth",124
"Black-and-white Warbler",1932,1932-04-29,"Dreuth",120
"Black-billed Cuckoo",1928,1928-05-15,"Dreuth",136
"Black-billed Cuckoo",1929,1929-05-31,"Dreuth",151
"Black-billed Cuckoo",1931,1931-05-18,"Dreuth",138
"Black-billed Cuckoo",1932,1932-05-06,"Dreuth",127
"Black-capped Chickadee",1929,1929-03-14,"Dreuth",73
"Black-capped Chickadee",1930,1930-05-02,"Dreuth",122
"Blackpoll Warbler",1927,1927-05-15,"Dreuth",135
"Blackpoll Warbler",1928,1928-05-15,"Dreuth",136
"Blackpoll Warbler",1929,1929-05-15,"Dreuth",135
"Blackpoll Warbler",1930,1930-05-03,"Dreuth",123
"Blackpoll Warbler",1932,1932-05-14,"Dreuth",135
"Black Scoter",1931,1931-05-13,"Dreuth",133
"Black Tern",1930,1930-05-11,"Dreuth",131
"Black Tern",1932,1932-05-10,"Dreuth",131
"Black-throated Blue Warbler",1927,1927-05-15,"Dreuth",135
"Black-throated Blue Warbler",1928,1928-05-15,"Dreuth",136
"Black-throated Blue Warbler",1929,1929-05-10,"Dreuth",130
"Black-throated Blue Warbler",1930,1930-05-08,"Dreuth",128
"Black-throated Blue Warbler",1931,1931-05-14,"Dreuth",134
"Black-throated Blue Warbler",1932,1932-05-07,"Dreuth",128
"Black-throated Green Warbler",1927,1927-05-07,"Dreuth",127
"Black-throated Green Warbler",1928,1928-05-10,"Dreuth",131
"Black-throated Green Warbler",1929,1929-05-06,"Dreuth",126
"Black-throated Green Warbler",1930,1930-05-01,"Dreuth",121
"Black-throated Green Warbler",1931,1931-05-10,"Dreuth",130
"Black-throated Green Warbler",1932,1932-05-05,"Dreuth",126
"Blackburnian Warbler",1927,1927-05-15,"Dreuth",135
"Blackburnian Warbler",1928,1928-05-10,"Dreuth",131
"Blackburnian Warbler",1929,1929-05-11,"Dreuth",131
"Blackburnian Warbler",1930,1930-05-09,"Dreuth",129
"Blackburnian Warbler",1931,1931-05-10,"Dreuth",130
"Blackburnian Warbler",1932,1932-05-08,"Dreuth",129
"Blue-gray Gnatcatcher",1928,1928-04-29,"Dreuth",120
"Blue-gray Gnatcatcher",1929,1929-04-25,"Dreuth",115
"Blue-gray Gnatcatcher",1930,1930-05-02,"Dreuth",122
"Blue-gray Gnatcatcher",1931,1931-05-07,"Dreuth",127
"Blue-gray Gnatcatcher",1932,1932-05-06,"Dreuth",127
"Blue-headed Vireo",1927,1927-05-15,"Dreuth",135
"Blue-headed Vireo",1928,1928-05-14,"Dreuth",135
"Blue-headed Vireo",1929,1929-05-08,"Dreuth",128
"Blue-headed Vireo",1930,1930-04-29,"Dreuth",119
"Blue-headed Vireo",1931,1931-05-07,"Dreuth",127
"Blue-headed Vireo",1932,1932-04-29,"Dreuth",120
"Blue Jay",1927,1927-05-01,"Dreuth",121
"Blue Jay",1928,1928-05-04,"Dreuth",125
"Blue Jay",1929,1929-04-25,"Dreuth",115
"Blue Jay",1930,1930-04-23,"Dreuth",113
"Blue Jay",1931,1931-04-17,"Dreuth",107
"Blue Jay",1932,1932-04-26,"Dreuth",117
"Blue-winged Teal",1930,1930-04-29,"Dreuth",119
"Blue-winged Teal",1931,1931-04-17,"Dreuth",107
"Blue-winged Teal",1932,1932-04-03,"Dreuth",94
"Bobolink",1927,1927-05-08,"Dreuth",128
"Bobolink",1928,1928-04-29,"Dreuth",120
"Bobolink",1929,1929-05-06,"Dreuth",126
"Bobolink",1930,1930-05-05,"Dreuth",125
"Bobolink",1931,1931-05-15,"Dreuth",135
"Bobolink",1932,1932-05-07,"Dreuth",128
"Bonaparte's Gull",1927,1927-03-20,"Dreuth",79
"Bonaparte's Gull",1928,1928-04-08,"Dreuth",99
"Bonaparte's Gull",1929,1929-03-29,"Dreuth",88
"Bonaparte's Gull",1930,1930-04-03,"Dreuth",93
"Bonaparte's Gull",1931,1931-04-04,"Dreuth",94
"Bonaparte's Gull",1932,1932-04-03,"Dreuth",94
"Brown Creeper",1927,1927-03-20,"Dreuth",79
"Brown Creeper",1928,1928-03-25,"Dreuth",85
"Brown Creeper",1929,1929-03-25,"Dreuth",84
"Brown Creeper",1930,1930-04-02,"Dreuth",92
"Brown Creeper",1931,1931-04-01,"Dreuth",91
"Brown Creeper",1932,1932-04-03,"Dreuth",94
"Brown-headed Cowbird",1927,1927-04-10,"Dreuth",100
"Brown-headed Cowbird",1928,1928-03-25,"Dreuth",85
"Brown-headed Cowbird",1929,1929-03-30,"Dreuth",89
"Brown-headed Cowbird",1930,1930-04-01,"Dreuth",91
"Brown-headed Cowbird",1931,1931-03-23,"Dreuth",82
"Brown-headed Cowbird",1932,1932-03-28,"Dreuth",88
"Brown Thrasher",1927,1927-04-17,"Dreuth",107
"Brown Thrasher",1928,1928-05-02,"Dreuth",123
"Brown Thrasher",1929,1929-04-06,"Dreuth",96
"Brown Thrasher",1930,1930-04-17,"Dreuth",107
"Brown Thrasher",1931,1931-04-13,"Dreuth",103
"Brown Thrasher",1932,1932-04-07,"Dreuth",98
"Bufflehead",1929,1929-04-16,"Dreuth",106
"Bufflehead",1930,1930-04-11,"Dreuth",101
"Canada Goose",1931,1931-05-20,"Dreuth",140
"Canada Warbler",1927,1927-05-22,"Dreuth",142
"Canada Warbler",1928,1928-05-18,"Dreuth",139
"Canada Warbler",1929,1929-05-18,"Dreuth",138
"Canada Warbler",1930,1930-05-09,"Dreuth",129
"Canada Warbler",1931,1931-05-16,"Dreuth",136
"Canada Warbler",1932,1932-05-14,"Dreuth",135
"Canvasback",1928,1928-04-08,"Dreuth",99
"Canvasback",1932,1932-04-02,"Dreuth",93
"Cape May Warbler",1927,1927-05-15,"Dreuth",135
"Cape May Warbler",1928,1928-05-12,"Dreuth",133
"Cape May Warbler",1929,1929-05-11,"Dreuth",131
"Cape May Warbler",1930,1930-05-09,"Dreuth",129
"Cape May Warbler",1931,1931-05-16,"Dreuth",136
"Cape May Warbler",1932,1932-05-10,"Dreuth",131
"Cedar Waxwing",1929,1929-05-27,"Dreuth",147
"Cedar Waxwing",1931,1931-03-21,"Dreuth",80
"Cedar Waxwing",1932,1932-03-11,"Dreuth",71
"Chestnut-sided Warbler",1927,1927-05-15,"Dreuth",135
"Chestnut-sided Warbler",1928,1928-05-10,"Dreuth",131
"Chestnut-sided Warbler",1929,1929-05-11,"Dreuth",131
"Chestnut-sided Warbler",1930,1930-05-02,"Dreuth",122
"Chestnut-sided Warbler",1931,1931-05-15,"Dreuth",135
"Chestnut-sided Warbler",1932,1932-05-08,"Dreuth",129
"Chimney Swift",1928,1928-05-14,"Dreuth",135
"Chimney Swift",1929,1929-05-01,"Dreuth",121
"Chimney Swift",1930,1930-05-03,"Dreuth",123
"Chimney Swift",1931,1931-05-19,"Dreuth",139
"Chimney Swift",1932,1932-05-03,"Dreuth",124
"Chipping Sparrow",1927,1927-05-08,"Dreuth",128
"Chipping Sparrow",1928,1928-04-29,"Dreuth",120
"Chipping Sparrow",1929,1929-04-23,"Dreuth",113
"Chipping Sparrow",1930,1930-04-11,"Dreuth",101
"Chipping Sparrow",1931,1931-05-01,"Dreuth",121
"Chipping Sparrow",1932,1932-04-20,"Dreuth",111
"Clay-colored Sparrow",1928,1928-05-10,"Dreuth",131
"Clay-colored Sparrow",1929,1929-05-07,"Dreuth",127
"Clay-colored Sparrow",1930,1930-05-02,"Dreuth",122
"Clay-colored Sparrow",1931,1931-05-05,"Dreuth",125
"Cliff Swallow",1931,1931-05-21,"Dreuth",141
"Common Goldeneye",1927,1927-03-06,"Dreuth",65
"Common Goldeneye",1928,1928-03-04,"Dreuth",64
"Common Goldeneye",1929,1929-03-01,"Dreuth",60
"Common Goldeneye",1930,1930-03-01,"Dreuth",60
"Common Goldeneye",1931,1931-03-02,"Dreuth",61
"Common Goldeneye",1932,1932-03-11,"Dreuth",71
"Common Grackle",1927,1927-03-13,"Dreuth",72
"Common Grackle",1928,1928-04-01,"Dreuth",92
"Common Grackle",1929,1929-03-12,"Dreuth",71
"Common Grackle",1930,1930-03-01,"Dreuth",60
"Common Grackle",1931,1931-03-19,"Dreuth",78
"Common Grackle",1932,1932-03-11,"Dreuth",71
"Common Loon",1927,1927-04-17,"Dreuth",107
"Common Loon",1929,1929-04-23,"Dreuth",113
"Common Loon",1931,1931-04-23,"Dreuth",113
"Common Loon",1932,1932-04-28,"Dreuth",119
"Common Merganser",1927,1927-03-06,"Dreuth",65
"Common Merganser",1928,1928-03-04,"Dreuth",64
"Common Merganser",1929,1929-03-17,"Dreuth",76
"Common Merganser",1930,1930-03-24,"Dreuth",83
"Common Merganser",1932,1932-03-11,"Dreuth",71
"Common Nighthawk",1928,1928-05-21,"Dreuth",142
"Common Nighthawk",1929,1929-05-26,"Dreuth",146
"Common Nighthawk",1931,1931-05-29,"Dreuth",149
"Common Nighthawk",1932,1932-05-20,"Dreuth",141
"Common Tern",1927,1927-04-24,"Dreuth",114
"Common Tern",1928,1928-04-29,"Dreuth",120
"Common Tern",1929,1929-04-14,"Dreuth",104
"Common Tern",1930,1930-04-25,"Dreuth",115
"Common Tern",1931,1931-05-05,"Dreuth",125
"Common Tern",1932,1932-05-08,"Dreuth",129
"Common Yellowthroat",1927,1927-05-15,"Dreuth",135
"Common Yellowthroat",1928,1928-05-04,"Dreuth",125
"Common Yellowthroat",1929,1929-05-06,"Dreuth",126
"Common Yellowthroat",1930,1930-05-02,"Dreuth",122
"Common Yellowthroat",1931,1931-05-05,"Dreuth",125
"Common Yellowthroat",1932,1932-04-28,"Dreuth",119
"Connecticut Warbler",1928,1928-05-30,"Dreuth",151
"Connecticut Warbler",1929,1929-05-23,"Dreuth",143
"Connecticut Warbler",1930,1930-05-22,"Dreuth",142
"Connecticut Warbler",1931,1931-05-18,"Dreuth",138
"Connecticut Warbler",1932,1932-05-31,"Dreuth",152
"Dark-eyed Junco",1927,1927-03-13,"Dreuth",72
"Dark-eyed Junco",1928,1928-03-25,"Dreuth",85
"Dark-eyed Junco",1929,1929-03-11,"Dreuth",70
"Dark-eyed Junco",1930,1930-03-06,"Dreuth",65
"Dark-eyed Junco",1931,1931-03-20,"Dreuth",79
"Dark-eyed Junco",1932,1932-03-16,"Dreuth",76
"Dickcissel",1929,1929-05-11,"Dreuth",131
"Dickcissel",1930,1930-05-22,"Dreuth",142
"Downy Woodpecker",1928,1928-04-01,"Dreuth",92
"Downy Woodpecker",1929,1929-03-08,"Dreuth",67
"Downy Woodpecker",1930,1930-03-05,"Dreuth",64
"Downy Woodpecker",1931,1931-03-21,"Dreuth",80
"Downy Woodpecker",1932,1932-04-02,"Dreuth",93
"Eastern Bluebird",1927,1927-03-13,"Dreuth",72
"Eastern Bluebird",1928,1928-04-08,"Dreuth",99
"Eastern Bluebird",1929,1929-03-12,"Dreuth",71
"Eastern Bluebird",1930,1930-03-10,"Dreuth",69
"Eastern Bluebird",1931,1931-04-05,"Dreuth",95
"Eastern Bluebird",1932,1932-03-29,"Dreuth",89
"Eastern Kingbird",1928,1928-04-29,"Dreuth",120
