"ModernName","Year","arrival","ob","julian"
"Eastern Kingbird",1929,1929-05-10,"Dreuth",130
"Eastern Kingbird",1930,1930-05-06,"Dreuth",126
"Eastern Kingbird",1931,1931-05-15,"Dreuth",135
"Eastern Kingbird",1932,1932-05-06,"Dreuth",127
"Eastern Meadowlark",1927,1927-03-13,"Dreuth",72
"Eastern Meadowlark",1928,1928-04-01,"Dreuth",92
"Eastern Meadowlark",1929,1929-03-11,"Dreuth",70
"Eastern Meadowlark",1930,1930-03-16,"Dreuth",75
"Eastern Meadowlark",1931,1931-03-21,"Dreuth",80
"Eastern Meadowlark",1932,1932-03-28,"Dreuth",88
"Eastern Phoebe",1928,1928-04-08,"Dreuth",99
"Eastern Phoebe",1929,1929-03-23,"Dreuth",82
"Eastern Phoebe",1930,1930-04-01,"Dreuth",91
"Eastern Phoebe",1931,1931-03-24,"Dreuth",83
"Eastern Phoebe",1932,1932-03-30,"Dreuth",90
"Eastern Screech-Owl",1928,1928-05-31,"Dreuth",152
"Eastern Screech-Owl",1931,1931-05-10,"Dreuth",130
"Eastern Towhee",1927,1927-04-10,"Dreuth",100
"Eastern Towhee",1928,1928-05-02,"Dreuth",123
"Eastern Towhee",1929,1929-03-12,"Dreuth",71
"Eastern Towhee",1930,1930-04-03,"Dreuth",93
"Eastern Towhee",1931,1931-04-08,"Dreuth",98
"Eastern Towhee",1932,1932-03-31,"Dreuth",91
"Eastern Whip-poor-will",1931,1931-05-15,"Dreuth",135
"Eastern Whip-poor-will",1932,1932-04-28,"Dreuth",119
"Eastern Wood-Pewee",1927,1927-05-22,"Dreuth",142
"Eastern Wood-Pewee",1928,1928-05-16,"Dreuth",137
"Eastern Wood-Pewee",1929,1929-05-18,"Dreuth",138
"Eastern Wood-Pewee",1930,1930-05-12,"Dreuth",132
"Eastern Wood-Pewee",1931,1931-05-18,"Dreuth",138
"Eastern Wood-Pewee",1932,1932-05-14,"Dreuth",135
"European Starling",1930,1930-04-27,"Dreuth",117
"European Starling",1931,1931-03-11,"Dreuth",70
"European Starling",1932,1932-03-18,"Dreuth",78
"Field Sparrow",1927,1927-03-27,"Dreuth",86
"Field Sparrow",1928,1928-04-29,"Dreuth",120
"Field Sparrow",1929,1929-03-25,"Dreuth",84
"Field Sparrow",1930,1930-03-16,"Dreuth",75
"Field Sparrow",1931,1931-04-08,"Dreuth",98
"Field Sparrow",1932,1932-03-28,"Dreuth",88
"Fox Sparrow",1927,1927-03-13,"Dreuth",72
"Fox Sparrow",1928,1928-03-25,"Dreuth",85
"Fox Sparrow",1929,1929-03-12,"Dreuth",71
"Fox Sparrow",1930,1930-03-17,"Dreuth",76
"Fox Sparrow",1931,1931-04-08,"Dreuth",98
"Fox Sparrow",1932,1932-03-30,"Dreuth",90
"Glaucous Gull",1928,1928-04-22,"Dreuth",113
"Golden-crowned Kinglet",1927,1927-04-10,"Dreuth",100
"Golden-crowned Kinglet",1928,1928-03-25,"Dreuth",85
"Golden-crowned Kinglet",1929,1929-04-02,"Dreuth",92
"Golden-crowned Kinglet",1930,1930-04-01,"Dreuth",91
"Golden-crowned Kinglet",1931,1931-04-02,"Dreuth",92
"Golden-crowned Kinglet",1932,1932-03-29,"Dreuth",89
"Golden-winged Warbler",1930,1930-05-05,"Dreuth",125
"Golden-winged Warbler",1931,1931-05-15,"Dreuth",135
"Grasshopper Sparrow",1927,1927-04-17,"Dreuth",107
"Grasshopper Sparrow",1929,1929-04-24,"Dreuth",114
"Grasshopper Sparrow",1930,1930-04-17,"Dreuth",107
"Grasshopper Sparrow",1931,1931-04-09,"Dreuth",99
"Grasshopper Sparrow",1932,1932-03-30,"Dreuth",90
"Gray Catbird",1927,1927-05-15,"Dreuth",135
"Gray Catbird",1928,1928-05-04,"Dreuth",125
"Gray Catbird",1929,1929-05-03,"Dreuth",123
"Gray Catbird",1930,1930-05-01,"Dreuth",121
"Gray Catbird",1931,1931-05-07,"Dreuth",127
"Gray Catbird",1932,1932-05-05,"Dreuth",126
"Gray-cheeked Thrush",1927,1927-05-15,"Dreuth",135
"Gray-cheeked Thrush",1928,1928-05-03,"Dreuth",124
"Gray-cheeked Thrush",1929,1929-04-25,"Dreuth",115
"Gray-cheeked Thrush",1930,1930-05-02,"Dreuth",122
"Gray-cheeked Thrush",1931,1931-05-16,"Dreuth",136
"Gray-cheeked Thrush",1932,1932-05-06,"Dreuth",127
"Great Crested Flycatcher",1928,1928-05-03,"Dreuth",124
"Great Crested Flycatcher",1929,1929-05-11,"Dreuth",131
"Great Crested Flycatcher",1930,1930-05-02,"Dreuth",122
"Great Crested Flycatcher",1931,1931-05-10,"Dreuth",130
"Great Crested Flycatcher",1932,1932-05-06,"Dreuth",127
"Greater Scaup",1932,1932-04-11,"Dreuth",102
"Green Heron",1927,1927-05-08,"Dreuth",128
"Green Heron",1928,1928-05-04,"Dreuth",125
"Green Heron",1929,1929-04-25,"Dreuth",115
"Green Heron",1930,1930-04-29,"Dreuth",119
"Green Heron",1931,1931-05-10,"Dreuth",130
"Green Heron",1932,1932-05-06,"Dreuth",127
"Harris's Sparrow",1930,1930-05-14,"Dreuth",134
"Harris's Sparrow",1931,1931-05-15,"Dreuth",135
"Henslow's Sparrow",1928,1928-05-02,"Dreuth",123
"Henslow's Sparrow",1929,1929-04-05,"Dreuth",95
"Henslow's Sparrow",1930,1930-04-17,"Dreuth",107
"Henslow's Sparrow",1932,1932-04-22,"Dreuth",113
"Hermit Thrush",1928,1928-04-08,"Dreuth",99
"Hermit Thrush",1929,1929-03-23,"Dreuth",82
"Hermit Thrush",1930,1930-04-01,"Dreuth",91
"Hermit Thrush",1931,1931-04-01,"Dreuth",91
"Hermit Thrush",1932,1932-03-30,"Dreuth",90
"Herring Gull",1927,1927-03-06,"Dreuth",65
"Herring Gull",1928,1928-03-04,"Dreuth",64
"Herring Gull",1929,1929-03-01,"Dreuth",60
"Herring Gull",1930,1930-03-01,"Dreuth",60
"Herring Gull",1931,1931-03-02,"Dreuth",61
"Herring Gull",1932,1932-03-11,"Dreuth",71
"Hooded Merganser",1931,1931-04-06,"Dreuth",96
"Hooded Warbler",1931,1931-05-27,"Dreuth",147
"Horned Grebe",1928,1928-04-15,"Dreuth",106
"Horned Grebe",1929,1929-04-16,"Dreuth",106
"Horned Grebe",1930,1930-04-29,"Dreuth",119
"Horned Lark",1930,1930-03-06,"Dreuth",65
"Horned Lark",1931,1931-03-30,"Dreuth",89
"House Wren",1927,1927-04-24,"Dreuth",114
"House Wren",1928,1928-05-03,"Dreuth",124
"House Wren",1929,1929-04-24,"Dreuth",114
"House Wren",1930,1930-04-30,"Dreuth",120
"House Wren",1931,1931-05-05,"Dreuth",125
"House Wren",1932,1932-04-29,"Dreuth",120
"Indigo Bunting",1927,1927-05-15,"Dreuth",135
"Indigo Bunting",1928,1928-05-03,"Dreuth",124
"Indigo Bunting",1929,1929-05-11,"Dreuth",131
"Indigo Bunting",1930,1930-05-05,"Dreuth",125
"Indigo Bunting",1931,1931-05-18,"Dreuth",138
"Indigo Bunting",1932,1932-05-13,"Dreuth",134
"Killdeer",1928,1928-04-01,"Dreuth",92
"Killdeer",1929,1929-03-12,"Dreuth",71
"Killdeer",1930,1930-03-10,"Dreuth",69
"Killdeer",1931,1931-03-21,"Dreuth",80
"Killdeer",1932,1932-03-28,"Dreuth",88
"King Rail",1929,1929-05-06,"Dreuth",126
"King Rail",1931,1931-05-25,"Dreuth",145
"King Rail",1932,1932-04-29,"Dreuth",120
"Lapland Longspur",1930,1930-04-11,"Dreuth",101
"Least Flycatcher",1927,1927-05-08,"Dreuth",128
"Least Flycatcher",1928,1928-05-03,"Dreuth",124
"Least Flycatcher",1929,1929-04-27,"Dreuth",117
"Least Flycatcher",1930,1930-04-29,"Dreuth",119
"Least Flycatcher",1931,1931-05-07,"Dreuth",127
"Least Flycatcher",1932,1932-04-04,"Dreuth",95
"LeConte's Sparrow",1932,1932-03-30,"Dreuth",90
"Lesser Scaup",1927,1927-03-06,"Dreuth",65
"Lesser Scaup",1928,1928-03-11,"Dreuth",71
"Lesser Scaup",1929,1929-03-21,"Dreuth",80
"Lesser Scaup",1930,1930-04-02,"Dreuth",92
"Lesser Scaup",1931,1931-04-11,"Dreuth",101
"Lesser Scaup",1932,1932-04-13,"Dreuth",104
"Lincoln's Sparrow",1927,1927-05-01,"Dreuth",121
"Lincoln's Sparrow",1928,1928-05-01,"Dreuth",122
"Lincoln's Sparrow",1929,1929-04-30,"Dreuth",120
"Lincoln's Sparrow",1930,1930-05-01,"Dreuth",121
"Lincoln's Sparrow",1931,1931-05-05,"Dreuth",125
"Lincoln's Sparrow",1932,1932-05-03,"Dreuth",124
"Long-tailed Duck",1927,1927-03-06,"Dreuth",65
"Long-tailed Duck",1928,1928-03-04,"Dreuth",64
"Long-tailed Duck",1929,1929-03-01,"Dreuth",60
"Long-tailed Duck",1930,1930-03-01,"Dreuth",60
"Long-tailed Duck",1931,1931-03-02,"Dreuth",61
"Long-tailed Duck",1932,1932-03-29,"Dreuth",89
"Magnolia Warbler",1927,1927-05-15,"Dreuth",135
"Magnolia Warbler",1928,1928-05-03,"Dreuth",124
"Magnolia Warbler",1929,1929-05-11,"Dreuth",131
"Magnolia Warbler",1930,1930-05-02,"Dreuth",122
"Magnolia Warbler",1931,1931-05-15,"Dreuth",135
"Magnolia Warbler",1932,1932-05-05,"Dreuth",126
"Marsh Wren",1928,1928-05-02,"Dreuth",123
"Marsh Wren",1929,1929-04-22,"Dreuth",112
"Marsh Wren",1930,1930-05-13,"Dreuth",133
"Marsh Wren",1931,1931-05-27,"Dreuth",147
"Marsh Wren",1932,1932-05-03,"Dreuth",124
"Mourning Dove",1928,1928-05-08,"Dreuth",129
"Mourning Dove",1929,1929-03-27,"Dreuth",86
"Mourning Dove",1930,1930-04-09,"Dreuth",99
"Mourning Dove",1931,1931-04-16,"Dreuth",106
"Mourning Dove",1932,1932-04-02,"Dreuth",93
"Mourning Warbler",1927,1927-05-22,"Dreuth",142
"Mourning Warbler",1928,1928-05-18,"Dreuth",139
"Mourning Warbler",1929,1929-05-16,"Dreuth",136
"Mourning Warbler",1930,1930-05-08,"Dreuth",128
"Mourning Warbler",1931,1931-05-18,"Dreuth",138
"Mourning Warbler",1932,1932-05-14,"Dreuth",135
"Nashville Warbler",1927,1927-05-15,"Dreuth",135
"Nashville Warbler",1928,1928-05-06,"Dreuth",127
"Nashville Warbler",1929,1929-05-07,"Dreuth",127
"Nashville Warbler",1930,1930-05-07,"Dreuth",127
"Nashville Warbler",1931,1931-05-10,"Dreuth",130
"Nashville Warbler",1932,1932-05-03,"Dreuth",124
"Northern Cardinal",1927,1927-05-07,"Dreuth",127
"Northern Cardinal",1928,1928-03-25,"Dreuth",85
"Northern Cardinal",1929,1929-04-18,"Dreuth",108
"Northern Cardinal",1930,1930-04-03,"Dreuth",93
"Northern Cardinal",1932,1932-05-21,"Dreuth",142
"Northern Flicker",1928,1928-04-01,"Dreuth",92
"Northern Flicker",1929,1929-03-21,"Dreuth",80
"Northern Flicker",1930,1930-03-16,"Dreuth",75
"Northern Flicker",1931,1931-04-08,"Dreuth",98
"Northern Flicker",1932,1932-03-30,"Dreuth",90
"Northern Mockingbird",1929,1929-05-15,"Dreuth",135
"Northern Parula",1928,1928-05-18,"Dreuth",139
"Northern Parula",1929,1929-05-16,"Dreuth",136
"Northern Parula",1930,1930-05-07,"Dreuth",127
"Northern Parula",1931,1931-04-12,"Dreuth",102
"Northern Parula",1932,1932-04-23,"Dreuth",114
"Northern Rough-winged Swallow",1929,1929-05-19,"Dreuth",139
"Northern Rough-winged Swallow",1931,1931-04-30,"Dreuth",120
"Northern Rough-winged Swallow",1932,1932-05-05,"Dreuth",126
"Northern Shoveler",1931,1931-04-05,"Dreuth",95
"Northern Shoveler",1932,1932-03-29,"Dreuth",89
"Northern Waterthrush",1927,1927-05-15,"Dreuth",135
"Northern Waterthrush",1928,1928-05-03,"Dreuth",124
"Northern Waterthrush",1929,1929-04-29,"Dreuth",119
"Northern Waterthrush",1930,1930-04-29,"Dreuth",119
"Northern Waterthrush",1931,1931-05-07,"Dreuth",127
"Northern Waterthrush",1932,1932-05-03,"Dreuth",124
"Olive-sided Flycatcher",1927,1927-05-21,"Dreuth",141
"Olive-sided Flycatcher",1929,1929-05-23,"Dreuth",143
"Orange-crowned Warbler",1927,1927-05-07,"Dreuth",127
"Orange-crowned Warbler",1928,1928-05-01,"Dreuth",122
"Orange-crowned Warbler",1929,1929-05-07,"Dreuth",127
"Orange-crowned Warbler",1930,1930-05-02,"Dreuth",122
"Orange-crowned Warbler",1931,1931-05-07,"Dreuth",127
"Orange-crowned Warbler",1932,1932-05-08,"Dreuth",129
"Orchard Oriole",1929,1929-04-30,"Dreuth",120
"Ovenbird",1927,1927-05-21,"Dreuth",141
"Ovenbird",1928,1928-05-03,"Dreuth",124
"Ovenbird",1929,1929-05-01,"Dreuth",121
"Ovenbird",1930,1930-04-29,"Dreuth",119
"Ovenbird",1931,1931-05-09,"Dreuth",129
"Ovenbird",1932,1932-05-05,"Dreuth",126
"Palm Warbler",1927,1927-05-01,"Dreuth",121
"Palm Warbler",1928,1928-05-02,"Dreuth",123
"Palm Warbler",1929,1929-04-23,"Dreuth",113
"Palm Warbler",1930,1930-04-27,"Dreuth",117
"Palm Warbler",1931,1931-04-20,"Dreuth",110
"Palm Warbler",1932,1932-04-29,"Dreuth",120
"Philadelphia Vireo",1927,1927-05-29,"Dreuth",149
"Philadelphia Vireo",1928,1928-05-22,"Dreuth",143
"Philadelphia Vireo",1929,1929-05-23,"Dreuth",143
"Philadelphia Vireo",1930,1930-05-23,"Dreuth",143
"Philadelphia Vireo",1931,1931-05-19,"Dreuth",139
"Philadelphia Vireo",1932,1932-05-21,"Dreuth",142
"Pied-billed Grebe",1928,1928-04-01,"Dreuth",92
"Pied-billed Grebe",1929,1929-04-04,"Dreuth",94
"Pied-billed Grebe",1930,1930-04-01,"Dreuth",91
"Pied-billed Grebe",1931,1931-04-18,"Dreuth",108
"Pine Warbler",1928,1928-05-03,"Dreuth",124
"Pine Warbler",1929,1929-04-24,"Dreuth",114
"Pine Warbler",1932,1932-04-29,"Dreuth",120
"Prairie Warbler",1929,1929-05-17,"Dreuth",137
"Prairie Warbler",1932,1932-05-05,"Dreuth",126
"Prothonotary Warbler",1928,1928-05-05,"Dreuth",126
"Prothonotary Warbler",1930,1930-05-11,"Dreuth",131
"Purple Finch",1927,1927-04-17,"Dreuth",107
"Purple Finch",1928,1928-04-29,"Dreuth",120
"Purple Finch",1929,1929-03-12,"Dreuth",71
"Purple Finch",1930,1930-04-27,"Dreuth",117
"Purple Finch",1931,1931-04-08,"Dreuth",98
"Purple Finch",1932,1932-04-07,"Dreuth",98
"Purple Martin",1927,1927-04-17,"Dreuth",107
"Purple Martin",1928,1928-04-29,"Dreuth",120
"Purple Martin",1929,1929-04-05,"Dreuth",95
"Purple Martin",1930,1930-04-11,"Dreuth",101
"Purple Martin",1931,1931-04-20,"Dreuth",110
"Purple Martin",1932,1932-04-14,"Dreuth",105
"Red-bellied Woodpecker",1932,1932-04-30,"Dreuth",121
"Red-breasted Merganser",1927,1927-03-13,"Dreuth",72
"Red-breasted Merganser",1928,1928-03-18,"Dreuth",78
"Red-breasted Merganser",1929,1929-04-02,"Dreuth",92
"Red-breasted Merganser",1930,1930-03-07,"Dreuth",66
"Red-breasted Merganser",1931,1931-03-20,"Dreuth",79
"Red-breasted Merganser",1932,1932-03-18,"Dreuth",78
"Red-breasted Nuthatch",1927,1927-05-01,"Dreuth",121
"Red-breasted Nuthatch",1928,1928-05-24,"Dreuth",145
"Red-breasted Nuthatch",1929,1929-05-24,"Dreuth",144
"Red-breasted Nuthatch",1930,1930-05-02,"Dreuth",122
"Red-breasted Nuthatch",1931,1931-05-14,"Dreuth",134
"Red-breasted Nuthatch",1932,1932-04-25,"Dreuth",116
"Red-eyed Vireo",1927,1927-05-22,"Dreuth",142
"Red-eyed Vireo",1928,1928-05-29,"Dreuth",150
"Red-eyed Vireo",1929,1929-05-27,"Dreuth",147
"Red-eyed Vireo",1930,1930-05-12,"Dreuth",132
"Red-eyed Vireo",1931,1931-05-16,"Dreuth",136
"Red-eyed Vireo",1932,1932-05-09,"Dreuth",130
"Red-headed Woodpecker",1928,1928-05-03,"Dreuth",124
"Red-headed Woodpecker",1929,1929-04-24,"Dreuth",114
"Red-headed Woodpecker",1930,1930-04-30,"Dreuth",120
"Red-headed Woodpecker",1931,1931-04-20,"Dreuth",110
"Red-headed Woodpecker",1932,1932-04-28,"Dreuth",119
"Red-throated Loon",1928,1928-05-15,"Dreuth",136
"Red-throated Loon",1931,1931-05-15,"Dreuth",135
"Red-winged Blackbird",1927,1927-03-06,"Dreuth",65
"Red-winged Blackbird",1928,1928-03-18,"Dreuth",78
"Red-winged Blackbird",1929,1929-03-12,"Dreuth",71
"Red-winged Blackbird",1930,1930-03-09,"Dreuth",68
"Red-winged Blackbird",1931,1931-03-03,"Dreuth",62
"Red-winged Blackbird",1932,1932-03-31,"Dreuth",91
"Redhead",1928,1928-04-01,"Dreuth",92
"Redhead",1929,1929-03-14,"Dreuth",73
"Redhead",1932,1932-03-11,"Dreuth",71
"Ring-billed Gull",1928,1928-04-08,"Dreuth",99
"Ring-billed Gull",1930,1930-04-02,"Dreuth",92
"Ring-billed Gull",1932,1932-03-29,"Dreuth",89
"Ring-necked Duck",1931,1931-04-07,"Dreuth",97
"Rose-breasted Grosbeak",1927,1927-05-08,"Dreuth",128
"Rose-breasted Grosbeak",1928,1928-05-03,"Dreuth",124
"Rose-breasted Grosbeak",1929,1929-05-10,"Dreuth",130
"Rose-breasted Grosbeak",1930,1930-05-04,"Dreuth",124
"Rose-breasted Grosbeak",1931,1931-05-16,"Dreuth",136
"Rose-breasted Grosbeak",1932,1932-05-06,"Dreuth",127
"Ruby-crowned Kinglet",1927,1927-04-17,"Dreuth",107
"Ruby-crowned Kinglet",1928,1928-04-22,"Dreuth",113
"Ruby-crowned Kinglet",1929,1929-04-05,"Dreuth",95
"Ruby-crowned Kinglet",1930,1930-04-09,"Dreuth",99
"Ruby-crowned Kinglet",1931,1931-04-12,"Dreuth",102
"Ruby-crowned Kinglet",1932,1932-04-07,"Dreuth",98
"Ruby-throated Hummingbird",1928,1928-05-15,"Dreuth",136
"Ruby-throated Hummingbird",1929,1929-05-16,"Dreuth",136
"Ruby-throated Hummingbird",1930,1930-05-12,"Dreuth",132
"Ruby-throated Hummingbird",1931,1931-05-27,"Dreuth",147
"Ruby-throated Hummingbird",1932,1932-05-21,"Dreuth",142
"Ruddy Duck",1928,1928-04-08,"Dreuth",99
"Ruddy Duck",1929,1929-04-04,"Dreuth",94
"Rusty Blackbird",1927,1927-04-17,"Dreuth",107
"Rusty Blackbird",1929,1929-03-18,"Dreuth",77
"Rusty Blackbird",1930,1930-04-01,"Dreuth",91
"Rusty Blackbird",1931,1931-04-08,"Dreuth",98
"Rusty Blackbird",1932,1932-03-30,"Dreuth",90
"Sanderling",1929,1929-05-31,"Dreuth",151
"Sanderling",1930,1930-05-14,"Dreuth",134
"Savannah Sparrow",1927,1927-04-17,"Dreuth",107
"Savannah Sparrow",1928,1928-04-29,"Dreuth",120
"Savannah Sparrow",1929,1929-03-23,"Dreuth",82
"Savannah Sparrow",1930,1930-04-12,"Dreuth",102
"Savannah Sparrow",1931,1931-04-09,"Dreuth",99
"Savannah Sparrow",1932,1932-03-30,"Dreuth",90
"Scarlet Tanager",1927,1927-05-15,"Dreuth",135
"Scarlet Tanager",1928,1928-05-17,"Dreuth",138
"Scarlet Tanager",1929,1929-05-23,"Dreuth",143
"Scarlet Tanager",1930,1930-05-05,"Dreuth",125
"Scarlet Tanager",1931,1931-05-15,"Dreuth",135
"Scarlet Tanager",1932,1932-05-06,"Dreuth",127
"Sharp-shinned Hawk",1931,1931-05-16,"Dreuth",136
"Solitary Sandpiper",1928,1928-05-04,"Dreuth",125
"Solitary Sandpiper",1929,1929-05-11,"Dreuth",131
"Solitary Sandpiper",1930,1930-05-14,"Dreuth",134
"Solitary Sandpiper",1931,1931-05-19,"Dreuth",139
"Solitary Sandpiper",1932,1932-04-29,"Dreuth",120
"Song Sparrow",1927,1927-03-13,"Dreuth",72
"Song Sparrow",1928,1928-03-11,"Dreuth",71
"Song Sparrow",1929,1929-03-11,"Dreuth",70
"Song Sparrow",1930,1930-03-05,"Dreuth",64
"Song Sparrow",1931,1931-03-21,"Dreuth",80
"Song Sparrow",1932,1932-03-28,"Dreuth",88
"Sora",1927,1927-05-01,"Dreuth",121
"Sora",1929,1929-04-22,"Dreuth",112
"Sora",1930,1930-04-24,"Dreuth",114
"Sora",1931,1931-05-15,"Dreuth",135
"Sora",1932,1932-04-21,"Dreuth",112
"Spotted Sandpiper",1928,1928-05-06,"Dreuth",127
"Spotted Sandpiper",1929,1929-05-04,"Dreuth",124
"Spotted Sandpiper",1930,1930-04-29,"Dreuth",119
"Spotted Sandpiper",1931,1931-05-04,"Dreuth",124
"Spotted Sandpiper",1932,1932-05-05,"Dreuth",126
"Summer Tanager",1931,1931-05-14,"Dreuth",134
"Swainson's Thrush",1927,1927-05-07,"Dreuth",127
"Swainson's Thrush",1928,1928-05-03,"Dreuth",124
"Swainson's Thrush",1929,1929-04-24,"Dreuth",114
"Swainson's Thrush",1930,1930-04-30,"Dreuth",120
"Swainson's Thrush",1931,1931-05-09,"Dreuth",129
"Swainson's Thrush",1932,1932-04-30,"Dreuth",121
"Swamp Sparrow",1927,1927-03-20,"Dreuth",79
"Swamp Sparrow",1928,1928-03-25,"Dreuth",85
"Swamp Sparrow",1929,1929-03-14,"Dreuth",73
"Swamp Sparrow",1930,1930-03-17,"Dreuth",76
"Swamp Sparrow",1931,1931-04-02,"Dreuth",92
"Swamp Sparrow",1932,1932-04-02,"Dreuth",93
"Tennessee Warbler",1927,1927-05-07,"Dreuth",127
"Tennessee Warbler",1928,1928-05-12,"Dreuth",133
"Tennessee Warbler",1929,1929-05-18,"Dreuth",138
"Tennessee Warbler",1930,1930-05-02,"Dreuth",122
"Tennessee Warbler",1931,1931-05-18,"Dreuth",138
"Tennessee Warbler",1932,1932-05-19,"Dreuth",140
"Tree Swallow",1929,1929-04-26,"Dreuth",116
"Tree Swallow",1931,1931-05-22,"Dreuth",142
"Tree Swallow",1932,1932-04-16,"Dreuth",107
"Veery",1927,1927-05-15,"Dreuth",135
"Veery",1928,1928-05-03,"Dreuth",124
"Veery",1929,1929-05-06,"Dreuth",126
"Veery",1930,1930-04-30,"Dreuth",120
"Veery",1931,1931-05-16,"Dreuth",136
"Veery",1932,1932-05-06,"Dreuth",127
"Vesper Sparrow",1927,1927-04-10,"Dreuth",100
"Vesper Sparrow",1929,1929-04-05,"Dreuth",95
"Vesper Sparrow",1930,1930-04-09,"Dreuth",99
"Vesper Sparrow",1931,1931-04-12,"Dreuth",102
"Vesper Sparrow",1932,1932-04-05,"Dreuth",96
"Virginia Rail",1930,1930-04-29,"Dreuth",119
"Warbling Vireo",1927,1927-05-15,"Dreuth",135
"Warbling Vireo",1928,1928-05-20,"Dreuth",141
"Warbling Vireo",1929,1929-05-27,"Dreuth",147
"Warbling Vireo",1930,1930-05-03,"Dreuth",123
"Warbling Vireo",1931,1931-05-05,"Dreuth",125
"Warbling Vireo",1932,1932-05-07,"Dreuth",128
"White-breasted Nuthatch",1928,1928-04-15,"Dreuth",106
"White-breasted Nuthatch",1930,1930-03-20,"Dreuth",79
"White-crowned Sparrow",1927,1927-05-08,"Dreuth",128
"White-crowned Sparrow",1928,1928-05-03,"Dreuth",124
"White-crowned Sparrow",1929,1929-04-29,"Dreuth",119
"White-crowned Sparrow",1930,1930-04-27,"Dreuth",117
"White-crowned Sparrow",1931,1931-05-02,"Dreuth",122
"White-crowned Sparrow",1932,1932-05-03,"Dreuth",124
"White-throated Sparrow",1927,1927-04-17,"Dreuth",107
"White-throated Sparrow",1928,1928-04-22,"Dreuth",113
"White-throated Sparrow",1929,1929-03-26,"Dreuth",85
"White-throated Sparrow",1930,1930-04-12,"Dreuth",102
"White-throated Sparrow",1931,1931-04-13,"Dreuth",103
"White-throated Sparrow",1932,1932-04-16,"Dreuth",107
"Wilson's Snipe",1930,1930-05-13,"Dreuth",133
"Wilson's Snipe",1931,1931-04-14,"Dreuth",104
"Wilson's Snipe",1932,1932-04-25,"Dreuth",116
"Wilson's Warbler",1927,1927-05-15,"Dreuth",135
"Wilson's Warbler",1928,1928-05-17,"Dreuth",138
"Wilson's Warbler",1929,1929-05-11,"Dreuth",131
"Wilson's Warbler",1930,1930-05-07,"Dreuth",127
"Wilson's Warbler",1931,1931-05-16,"Dreuth",136
"Wilson's Warbler",1932,1932-05-08,"Dreuth",129
"Winter Wren",1929,1929-04-08,"Dreuth",98
"Winter Wren",1931,1931-04-15,"Dreuth",105
"Winter Wren",1932,1932-04-23,"Dreuth",114
"Wood Thrush",1927,1927-05-07,"Dreuth",127
"Wood Thrush",1928,1928-05-04,"Dreuth",125
"Wood Thrush",1929,1929-05-10,"Dreuth",130
"Wood Thrush",1930,1930-05-02,"Dreuth",122
"Wood Thrush",1931,1931-05-14,"Dreuth",134
"Wood Thrush",1932,1932-05-06,"Dreuth",127
"Yellow-bellied Flycatcher",1927,1927-05-21,"Dreuth",141
"Yellow-bellied Flycatcher",1928,1928-05-11,"Dreuth",132
"Yellow-bellied Flycatcher",1929,1929-05-26,"Dreuth",146
"Yellow-bellied Flycatcher",1930,1930-05-12,"Dreuth",132
"Yellow-bellied Flycatcher",1931,1931-05-16,"Dreuth",136
"Yellow-bellied Flycatcher",1932,1932-05-15,"Dreuth",136
"Yellow-bellied Sapsucker",1928,1928-04-08,"Dreuth",99
"Yellow-bellied Sapsucker",1929,1929-03-23,"Dreuth",82
"Yellow-bellied Sapsucker",1930,1930-04-01,"Dreuth",91
"Yellow-bellied Sapsucker",1931,1931-04-08,"Dreuth",98
"Yellow-bellied Sapsucker",1932,1932-04-03,"Dreuth",94
"Yellow-billed Cuckoo",1929,1929-05-27,"Dreuth",147
"Yellow-billed Cuckoo",1930,1930-05-24,"Dreuth",144
"Yellow-billed Cuckoo",1932,1932-05-14,"Dreuth",135
"Yellow-breasted Chat",1928,1928-05-04,"Dreuth",125
"Yellow-breasted Chat",1930,1930-05-12,"Dreuth",132
"Yellow-headed Blackbird",1929,1929-04-22,"Dreuth",112
"Yellow-rumped Warbler",1927,1927-04-17,"Dreuth",107
"Yellow-rumped Warbler",1928,1928-04-22,"Dreuth",113
"Yellow-rumped Warbler",1929,1929-04-05,"Dreuth",95
"Yellow-rumped Warbler",1930,1930-04-10,"Dreuth",100
"Yellow-rumped Warbler",1931,1931-04-09,"Dreuth",99
"Yellow-rumped Warbler",1932,1932-04-07,"Dreuth",98
"Yellow-throated Vireo",1929,1929-05-15,"Dreuth",135
"Yellow-throated Vireo",1931,1931-05-16,"Dreuth",136
"Yellow Warbler",1927,1927-05-15,"Dreuth",135
"Yellow Warbler",1928,1928-05-03,"Dreuth",124
"Yellow Warbler",1929,1929-05-01,"Dreuth",121
"Yellow Warbler",1930,1930-05-03,"Dreuth",123
"Yellow Warbler",1931,1931-05-05,"Dreuth",125
"Yellow Warbler",1932,1932-04-29,"Dreuth",120
